N,P,K,temperature,humidity,ph,rainfall,label,state,district,season,irrigation,water_availability,soil_type
29,133,54,37.96,90.8,7.39,197.28,potato,Rajasthan,Udaipur,summer,rainfed,high,saline
56,76,51,32.99,41.14,7.57,141.85,brinjal,Rajasthan,Jaipur,monsoon,well,low,saline
30,5,44,26.59,84.66,5.83,241.21,wheat,Punjab,Amritsar,monsoon,sprinkler,medium,desert
23,82,18,27.08,38.68,4.71,76.83,chilli,Karnataka,Hubli,monsoon,river,high,black
87,48,72,35.91,73.87,5.51,119.23,potato,Andhra Pradesh,Visakhapatnam,monsoon,sprinkler,high,peaty
136,35,77,25.72,75.38,5.19,232.59,sugarcane,Andhra Pradesh,Visakhapatnam,monsoon,well,low,laterite
79,140,93,38.08,99.06,6.46,264.51,mustard,Maharashtra,Nashik,winter,well,low,saline
36,75,179,17.1,33.31,7.02,106.12,brinjal,Uttar Pradesh,Varanasi,summer,river,low,peaty
132,121,47,36.65,75.73,8.22,220.86,wheat,Rajasthan,Udaipur,monsoon,canal,high,black
75,65,86,22.45,43.66,6.51,162.44,maize,Rajasthan,Jaipur,summer,sprinkler,low,peaty
89,53,141,33.46,96.7,7.08,78.15,tomato,Rajasthan,Udaipur,summer,rainfed,medium,alluvial
135,26,33,31.19,93.2,8.64,138.79,brinjal,Karnataka,Mysuru,summer,well,low,saline
100,30,176,39.21,99.52,6.9,131.76,groundnut,Bihar,Gaya,winter,groundwater,high,red
99,36,126,17.89,81.31,6.34,76.64,soybean,West Bengal,Howrah,winter,canal,medium,desert
121,60,39,30.74,49.02,4.74,192.49,wheat,Karnataka,Hubli,winter,river,medium,mountain
23,46,55,38.05,35.34,7.69,104.75,sugarcane,Maharashtra,Nagpur,winter,rainfed,high,black
121,116,160,34.22,39.98,8.66,58.61,potato,Rajasthan,Jodhpur,summer,well,medium,laterite
129,17,133,15.63,67.43,6.65,229.81,mustard,Karnataka,Bengaluru,monsoon,drip,medium,mountain
50,116,64,32.86,68.35,5.76,277.3,wheat,Gujarat,Ahmedabad,monsoon,river,high,saline
123,111,156,39.48,64.73,6.02,144.79,maize,Karnataka,Bengaluru,monsoon,sprinkler,low,desert
21,117,136,22.18,85.0,8.53,222.07,sunflower,West Bengal,Howrah,monsoon,canal,low,desert
72,43,10,36.33,55.7,8.66,181.36,chilli,Punjab,Jalandhar,summer,groundwater,low,red
12,34,31,25.63,68.9,8.85,105.74,chilli,Punjab,Jalandhar,winter,well,low,black
134,133,34,22.95,30.79,5.58,284.15,sunflower,Karnataka,Mysuru,winter,well,medium,alluvial
126,23,197,22.31,65.71,8.83,213.93,sunflower,Uttar Pradesh,Kanpur,monsoon,well,medium,black
126,77,21,34.96,93.03,8.53,137.06,potato,Gujarat,Surat,monsoon,canal,high,laterite
92,94,191,34.56,38.1,5.34,116.95,brinjal,Uttar Pradesh,Lucknow,monsoon,sprinkler,medium,laterite
93,117,97,16.83,42.08,5.4,218.31,mustard,Andhra Pradesh,Vijayawada,monsoon,canal,medium,saline
19,111,194,22.15,63.59,6.25,99.71,barley,Gujarat,Rajkot,monsoon,river,high,laterite
73,35,108,26.29,82.59,6.56,195.31,sugarcane,Rajasthan,Jaipur,winter,groundwater,medium,peaty
131,113,67,37.3,44.14,6.11,96.7,tomato,Bihar,Patna,summer,well,high,black
45,36,107,31.73,83.1,4.96,98.14,soybean,West Bengal,Kolkata,summer,drip,medium,red
94,138,13,24.7,66.83,5.26,73.91,soybean,West Bengal,Kolkata,winter,rainfed,low,mountain
29,75,205,29.58,90.35,6.76,284.32,sugarcane,Bihar,Patna,monsoon,rainfed,medium,saline
113,133,110,28.24,60.12,8.9,245.41,wheat,Tamil Nadu,Coimbatore,monsoon,canal,high,black
103,111,194,28.4,89.63,4.74,194.41,barley,Rajasthan,Udaipur,summer,groundwater,medium,desert
108,8,21,33.9,56.63,8.71,202.07,chilli,Tamil Nadu,Chennai,winter,drip,high,mountain
95,60,110,38.17,75.8,9.26,271.75,maize,Maharashtra,Nashik,summer,rainfed,low,desert
97,123,12,23.73,92.57,7.14,295.31,tomato,Bihar,Patna,summer,drip,high,alluvial
63,93,109,36.16,76.64,6.65,81.42,brinjal,Rajasthan,Jaipur,monsoon,canal,medium,laterite
65,5,119,17.38,31.55,5.1,76.05,sunflower,Uttar Pradesh,Varanasi,summer,groundwater,medium,laterite
11,19,86,25.07,95.64,9.22,50.91,brinjal,West Bengal,Howrah,summer,river,medium,peaty
35,29,39,23.53,56.94,6.34,257.7,barley,Maharashtra,Nagpur,summer,well,medium,desert
108,138,93,39.18,46.36,9.32,164.71,onion,Andhra Pradesh,Vijayawada,winter,river,low,saline
113,86,148,24.28,83.2,5.39,58.42,chilli,Bihar,Patna,summer,groundwater,medium,black
139,104,130,18.88,94.01,8.87,79.15,chilli,Gujarat,Surat,summer,sprinkler,high,alluvial
9,140,80,17.31,63.96,9.19,255.57,wheat,Karnataka,Mysuru,summer,well,medium,red
35,112,137,33.03,64.53,5.45,135.84,rice,Punjab,Ludhiana,summer,drip,high,desert
140,10,139,33.76,87.13,9.15,79.73,mustard,Gujarat,Ahmedabad,summer,river,medium,red
127,21,195,16.12,34.24,8.34,288.85,rice,Punjab,Ludhiana,winter,rainfed,high,desert
89,14,192,39.32,61.36,6.5,249.55,cotton,Gujarat,Rajkot,summer,canal,low,mountain
90,131,175,37.02,73.83,6.73,105.95,groundnut,West Bengal,Howrah,summer,sprinkler,medium,peaty
61,118,205,27.17,63.33,8.8,53.0,sugarcane,Uttar Pradesh,Lucknow,monsoon,groundwater,medium,black
99,45,162,33.64,32.26,7.7,247.96,groundnut,Karnataka,Mysuru,monsoon,well,high,mountain
45,67,113,17.73,38.5,4.91,84.06,chilli,Rajasthan,Jaipur,winter,well,medium,laterite
109,111,53,16.3,61.07,4.7,201.86,rice,Tamil Nadu,Madurai,winter,canal,medium,red
123,90,91,16.04,56.99,6.0,216.94,chilli,West Bengal,Howrah,monsoon,rainfed,medium,alluvial
53,134,90,34.55,95.96,8.77,169.79,soybean,Punjab,Amritsar,summer,well,low,laterite
11,15,175,33.57,75.76,8.09,192.82,millet,Uttar Pradesh,Lucknow,monsoon,sprinkler,low,laterite
90,11,186,16.65,78.95,7.06,290.51,soybean,Punjab,Amritsar,monsoon,groundwater,low,black
65,22,12,33.61,39.71,6.73,78.13,barley,Uttar Pradesh,Varanasi,summer,sprinkler,high,black
91,136,132,29.07,40.19,9.41,64.17,millet,Uttar Pradesh,Varanasi,summer,well,high,alluvial
128,127,139,24.68,85.46,5.66,166.63,soybean,Andhra Pradesh,Vijayawada,summer,groundwater,medium,mountain
64,50,87,32.53,98.01,7.72,129.11,barley,Rajasthan,Jaipur,monsoon,groundwater,low,mountain
137,123,186,30.63,86.26,7.6,77.56,sugarcane,Punjab,Jalandhar,summer,sprinkler,low,mountain
28,46,91,21.03,49.92,5.19,198.32,millet,Bihar,Patna,monsoon,drip,high,alluvial
129,60,156,27.44,41.55,7.22,231.85,groundnut,Tamil Nadu,Coimbatore,summer,drip,medium,saline
66,24,54,20.24,49.97,4.63,149.41,chilli,Rajasthan,Udaipur,monsoon,river,low,desert
113,75,52,20.18,59.14,7.67,86.94,barley,West Bengal,Darjeeling,monsoon,river,medium,saline
137,46,173,20.94,74.21,5.19,139.76,chilli,West Bengal,Howrah,winter,rainfed,medium,desert
128,139,88,38.77,97.46,5.2,242.34,groundnut,Gujarat,Rajkot,winter,drip,high,peaty
103,46,84,22.34,92.99,7.39,152.79,sunflower,Andhra Pradesh,Visakhapatnam,winter,drip,medium,desert
99,53,52,25.92,70.64,5.55,153.6,cotton,Rajasthan,Udaipur,winter,well,high,black
37,84,75,29.92,68.61,5.31,270.65,rice,Karnataka,Mysuru,monsoon,groundwater,high,desert
92,79,43,22.65,75.5,9.05,104.65,barley,Punjab,Jalandhar,summer,well,medium,laterite
102,144,67,37.07,51.16,5.57,135.42,mustard,Punjab,Amritsar,winter,sprinkler,low,saline
6,81,66,36.63,76.98,9.29,256.82,brinjal,Punjab,Ludhiana,winter,canal,low,saline
106,49,141,32.52,97.36,9.23,81.48,brinjal,Gujarat,Surat,summer,groundwater,medium,black
48,16,35,25.82,65.84,7.97,132.29,brinjal,Uttar Pradesh,Kanpur,summer,drip,medium,saline
90,84,157,22.05,36.13,4.78,211.39,barley,Andhra Pradesh,Guntur,winter,river,high,desert
140,56,67,19.15,36.44,8.23,204.71,sugarcane,Rajasthan,Jodhpur,monsoon,river,low,mountain
16,100,69,37.1,93.27,9.13,172.75,soybean,Rajasthan,Udaipur,summer,drip,high,alluvial
0,33,135,20.78,83.1,7.15,232.96,millet,Bihar,Patna,monsoon,drip,medium,mountain
27,132,160,31.66,37.98,8.63,260.41,tomato,West Bengal,Darjeeling,monsoon,well,low,desert
72,29,204,23.54,67.19,6.47,203.88,sugarcane,Gujarat,Rajkot,monsoon,rainfed,medium,mountain
101,58,149,18.48,61.89,4.93,259.96,wheat,Tamil Nadu,Madurai,winter,canal,low,laterite
34,66,23,25.99,59.44,7.98,283.15,mustard,Uttar Pradesh,Varanasi,summer,river,low,alluvial
14,127,35,35.99,38.82,7.08,254.26,soybean,Karnataka,Mysuru,winter,river,medium,alluvial
103,127,41,30.18,50.79,6.01,293.46,mustard,Tamil Nadu,Chennai,summer,well,medium,desert
99,124,5,36.6,77.74,4.73,76.66,maize,Bihar,Bhagalpur,summer,sprinkler,low,alluvial
109,68,114,17.73,32.71,4.82,112.57,cotton,Maharashtra,Pune,winter,river,high,saline
130,104,132,19.04,98.6,7.69,64.8,tomato,Bihar,Bhagalpur,winter,well,low,red
118,117,46,15.23,74.48,6.79,227.51,onion,Uttar Pradesh,Kanpur,monsoon,river,high,mountain
19,9,151,34.96,72.34,8.7,255.84,tomato,Rajasthan,Jaipur,winter,river,low,peaty
0,40,112,23.37,92.0,9.04,213.01,onion,Gujarat,Surat,monsoon,canal,medium,saline
107,48,15,16.23,82.66,8.8,255.55,tomato,Maharashtra,Nagpur,summer,river,high,laterite
12,105,111,24.85,72.61,5.18,71.65,brinjal,Maharashtra,Pune,monsoon,well,medium,peaty
94,52,16,17.57,62.98,7.37,259.91,millet,Tamil Nadu,Chennai,summer,groundwater,low,desert
57,94,28,27.88,58.91,4.88,108.51,barley,Tamil Nadu,Coimbatore,winter,canal,low,peaty
89,93,51,37.2,78.35,6.08,170.22,tomato,Uttar Pradesh,Lucknow,winter,well,low,alluvial
103,83,30,23.47,48.91,7.77,58.7,potato,Maharashtra,Pune,winter,canal,high,red
46,145,50,21.26,59.91,4.65,190.4,sugarcane,Rajasthan,Jaipur,summer,rainfed,medium,mountain
11,131,193,16.18,52.02,5.42,187.07,cotton,Andhra Pradesh,Guntur,monsoon,drip,medium,desert
127,127,46,19.73,51.32,5.68,113.58,onion,Gujarat,Rajkot,summer,rainfed,high,desert
89,124,113,22.76,94.72,7.92,107.87,groundnut,Maharashtra,Pune,summer,canal,medium,saline
104,70,73,24.58,74.58,4.9,53.65,cotton,Karnataka,Mysuru,monsoon,rainfed,medium,red
93,62,21,22.44,47.1,7.22,93.9,rice,Maharashtra,Pune,monsoon,rainfed,medium,laterite
28,141,163,27.71,44.17,8.45,217.67,soybean,Bihar,Patna,winter,rainfed,high,black
24,117,201,22.72,48.87,6.88,219.81,millet,Andhra Pradesh,Visakhapatnam,summer,rainfed,low,alluvial
10,98,88,39.16,41.49,9.32,82.12,groundnut,Uttar Pradesh,Kanpur,winter,sprinkler,high,laterite
23,108,24,24.02,72.75,6.01,235.16,brinjal,Maharashtra,Nagpur,winter,canal,high,mountain
45,5,155,31.08,37.73,7.63,263.57,groundnut,West Bengal,Darjeeling,summer,sprinkler,medium,mountain
48,107,176,21.89,30.6,7.45,179.05,groundnut,Gujarat,Rajkot,summer,well,low,laterite
81,138,18,24.27,89.06,6.72,144.49,maize,West Bengal,Howrah,winter,groundwater,high,saline
32,65,49,23.47,99.34,8.05,153.77,sugarcane,Gujarat,Surat,summer,sprinkler,low,alluvial
47,138,189,30.9,82.68,6.41,231.06,rice,Bihar,Bhagalpur,winter,canal,low,desert
2,70,54,37.17,71.89,8.9,271.7,barley,Maharashtra,Nagpur,winter,drip,medium,laterite
83,24,10,36.72,35.43,4.95,186.08,brinjal,Punjab,Amritsar,winter,groundwater,medium,red
83,16,65,23.71,30.05,6.48,132.17,potato,Punjab,Jalandhar,summer,groundwater,medium,peaty
66,30,95,28.3,58.17,5.56,257.54,rice,Uttar Pradesh,Varanasi,monsoon,groundwater,low,laterite
59,7,65,16.0,79.41,5.68,188.79,onion,Uttar Pradesh,Kanpur,winter,river,high,mountain
62,37,10,25.46,54.01,5.83,172.95,groundnut,Maharashtra,Nagpur,monsoon,drip,medium,desert
108,68,204,24.49,99.06,4.51,137.58,sugarcane,Maharashtra,Pune,summer,drip,low,mountain
54,128,19,35.8,61.37,6.99,222.86,groundnut,Maharashtra,Nagpur,summer,rainfed,low,black
95,6,94,15.8,49.0,8.36,274.07,rice,Punjab,Amritsar,monsoon,sprinkler,low,desert
102,27,118,23.65,67.82,9.16,264.38,cotton,Rajasthan,Jaipur,winter,river,low,saline
97,60,142,23.36,47.07,9.44,291.0,wheat,Bihar,Gaya,monsoon,rainfed,low,alluvial
8,92,175,30.19,75.51,7.11,233.05,brinjal,Maharashtra,Nashik,summer,sprinkler,low,alluvial
89,40,51,24.01,94.1,5.58,66.85,sugarcane,Bihar,Bhagalpur,monsoon,drip,medium,saline
100,64,171,27.21,66.87,8.5,117.2,sugarcane,Andhra Pradesh,Visakhapatnam,summer,drip,medium,alluvial
1,81,98,35.58,92.64,5.56,200.18,millet,West Bengal,Kolkata,winter,river,medium,red
53,130,89,19.08,61.63,7.97,186.92,rice,Punjab,Amritsar,winter,sprinkler,low,peaty
96,102,119,33.28,81.99,7.27,171.53,millet,Karnataka,Mysuru,monsoon,sprinkler,medium,alluvial
0,126,78,31.37,30.99,5.29,217.93,cotton,Bihar,Patna,summer,sprinkler,medium,red
2,56,116,16.64,39.68,7.08,266.34,millet,Punjab,Ludhiana,monsoon,drip,high,peaty
128,120,167,31.82,65.81,7.45,198.48,groundnut,Rajasthan,Udaipur,monsoon,rainfed,low,peaty
33,123,180,28.56,34.38,5.43,66.59,chilli,Punjab,Ludhiana,winter,river,low,red
136,129,129,30.05,71.32,6.78,287.69,onion,Tamil Nadu,Coimbatore,winter,canal,high,black
82,36,18,39.92,82.54,7.99,158.91,sugarcane,West Bengal,Howrah,winter,rainfed,medium,laterite
105,117,159,15.49,64.32,7.67,262.75,mustard,Rajasthan,Jaipur,summer,drip,low,desert
9,135,200,33.1,81.06,7.31,212.69,potato,Punjab,Amritsar,summer,sprinkler,medium,saline
28,119,146,30.17,85.53,5.72,55.86,tomato,West Bengal,Darjeeling,monsoon,groundwater,high,desert
55,97,38,19.69,70.25,7.43,277.77,chilli,Uttar Pradesh,Lucknow,summer,drip,low,desert
139,74,183,36.93,65.32,8.92,91.79,tomato,Bihar,Gaya,winter,sprinkler,high,mountain
10,140,102,17.81,66.11,7.18,71.89,soybean,West Bengal,Howrah,winter,sprinkler,high,desert
122,83,106,17.23,83.52,8.06,167.32,sugarcane,Punjab,Jalandhar,monsoon,well,medium,laterite
61,52,44,18.56,76.19,6.55,146.19,wheat,Bihar,Gaya,monsoon,groundwater,high,peaty
12,136,205,22.44,50.92,7.86,93.89,onion,Maharashtra,Pune,summer,groundwater,low,black
65,83,173,19.99,47.29,5.84,299.42,rice,Gujarat,Ahmedabad,winter,sprinkler,low,laterite
105,83,99,26.26,56.83,7.03,217.33,onion,Uttar Pradesh,Kanpur,winter,groundwater,low,red
4,124,85,28.06,83.79,6.19,135.41,onion,West Bengal,Howrah,summer,well,low,black
99,20,101,35.17,53.17,7.01,237.33,mustard,Tamil Nadu,Coimbatore,summer,groundwater,high,mountain
42,100,46,16.79,66.01,4.86,82.79,barley,West Bengal,Darjeeling,monsoon,sprinkler,medium,laterite
116,63,203,15.41,51.78,9.34,206.51,barley,Punjab,Ludhiana,monsoon,river,high,mountain
53,20,126,26.89,64.25,5.2,144.12,cotton,Karnataka,Bengaluru,monsoon,canal,low,saline
80,130,20,30.02,79.78,6.61,160.77,mustard,Gujarat,Rajkot,summer,rainfed,low,laterite
119,48,37,19.62,57.3,8.27,180.97,sugarcane,West Bengal,Darjeeling,summer,canal,low,saline
129,137,118,16.43,41.68,4.58,63.97,brinjal,Rajasthan,Udaipur,winter,river,medium,red
4,60,30,15.13,60.28,8.42,189.96,groundnut,Bihar,Gaya,summer,river,high,desert
67,42,142,15.16,42.22,8.62,105.81,tomato,Rajasthan,Jodhpur,winter,canal,high,desert
39,84,27,25.54,61.07,5.9,93.08,barley,Maharashtra,Nagpur,monsoon,drip,low,peaty
70,95,122,34.92,74.48,5.15,199.6,potato,Punjab,Ludhiana,summer,canal,high,saline
54,98,33,37.65,30.78,8.87,256.04,mustard,Karnataka,Hubli,summer,river,medium,peaty
9,85,89,38.49,89.57,8.81,207.95,maize,Rajasthan,Udaipur,winter,river,medium,laterite
137,28,109,35.27,34.85,5.62,297.9,soybean,Karnataka,Hubli,summer,sprinkler,low,saline
42,96,83,22.2,59.39,8.16,218.18,millet,Rajasthan,Jodhpur,winter,groundwater,high,black
31,77,175,35.34,63.78,5.66,103.44,onion,Rajasthan,Jaipur,monsoon,groundwater,high,black
65,6,59,32.75,95.28,6.65,221.91,soybean,Uttar Pradesh,Kanpur,monsoon,drip,high,red
11,143,199,16.32,95.01,5.95,294.89,tomato,Rajasthan,Jodhpur,monsoon,drip,high,saline
88,19,141,25.29,66.66,7.16,163.87,tomato,Tamil Nadu,Chennai,summer,river,low,desert
111,85,34,18.83,51.32,5.97,60.08,brinjal,Rajasthan,Jaipur,summer,drip,low,alluvial
109,49,154,35.92,53.66,6.2,224.65,sugarcane,West Bengal,Darjeeling,monsoon,groundwater,low,peaty
22,79,202,18.41,60.62,9.04,185.93,millet,West Bengal,Howrah,monsoon,river,medium,alluvial
120,58,83,28.72,65.48,5.25,250.97,barley,Uttar Pradesh,Kanpur,winter,groundwater,medium,mountain
110,103,137,16.35,92.74,5.42,199.82,mustard,Uttar Pradesh,Varanasi,winter,sprinkler,medium,red
36,77,111,20.0,86.66,5.19,96.35,onion,Uttar Pradesh,Kanpur,summer,river,high,black
94,111,48,19.44,57.46,9.17,126.15,sugarcane,Gujarat,Rajkot,summer,river,high,desert
49,30,171,31.29,36.32,6.78,286.73,tomato,Tamil Nadu,Coimbatore,summer,drip,low,alluvial
102,41,16,15.41,37.65,7.09,162.05,soybean,Uttar Pradesh,Varanasi,summer,rainfed,high,mountain
89,78,72,32.5,97.52,4.73,72.23,maize,Punjab,Amritsar,summer,sprinkler,high,peaty
113,5,146,34.43,71.07,8.09,132.59,tomato,Tamil Nadu,Madurai,winter,rainfed,high,laterite
30,128,68,29.97,34.2,8.01,110.99,groundnut,Bihar,Patna,summer,river,low,red
24,63,83,38.7,74.41,6.42,113.4,sugarcane,Bihar,Patna,summer,river,high,laterite
14,70,52,34.99,58.03,5.8,82.42,onion,Uttar Pradesh,Lucknow,winter,canal,medium,laterite
91,113,74,31.62,78.69,7.73,259.47,soybean,Tamil Nadu,Chennai,summer,canal,low,desert
139,24,116,25.14,53.39,8.96,181.21,millet,Tamil Nadu,Chennai,monsoon,well,low,saline
113,29,203,36.81,62.63,4.78,213.91,onion,Gujarat,Rajkot,winter,sprinkler,medium,peaty
3,21,157,36.34,95.78,6.64,81.18,tomato,Maharashtra,Nashik,monsoon,well,high,peaty
112,92,91,36.0,80.71,5.18,75.28,barley,Tamil Nadu,Chennai,monsoon,river,low,laterite
96,131,188,19.34,30.07,5.73,153.18,millet,Rajasthan,Jaipur,winter,canal,high,peaty
57,138,141,33.57,36.82,5.96,102.59,barley,Maharashtra,Pune,summer,groundwater,high,saline
46,141,92,29.53,98.03,8.45,78.39,tomato,Maharashtra,Nashik,monsoon,rainfed,high,laterite
124,117,188,38.23,94.51,6.79,140.18,barley,West Bengal,Darjeeling,winter,river,medium,desert
91,77,62,16.11,63.41,5.38,298.52,groundnut,Bihar,Patna,monsoon,well,low,laterite
114,110,68,22.09,55.27,4.93,173.94,maize,Rajasthan,Udaipur,summer,groundwater,high,saline
50,31,117,35.7,64.0,8.07,96.93,wheat,Andhra Pradesh,Visakhapatnam,winter,sprinkler,medium,desert
130,138,181,26.78,76.85,8.17,224.42,sunflower,Maharashtra,Nagpur,monsoon,rainfed,high,saline
43,53,62,38.17,61.55,9.01,53.02,sunflower,Gujarat,Surat,winter,drip,high,saline
138,119,196,25.38,88.36,7.23,198.64,wheat,West Bengal,Howrah,summer,canal,high,peaty
45,39,87,15.7,75.7,7.15,94.93,potato,Rajasthan,Jodhpur,summer,groundwater,low,peaty
46,90,17,35.69,98.77,6.05,133.46,mustard,Karnataka,Hubli,winter,canal,high,alluvial
31,82,55,21.48,48.28,8.35,150.71,sugarcane,West Bengal,Darjeeling,summer,sprinkler,medium,red
57,133,68,19.62,70.03,7.06,85.34,tomato,Karnataka,Hubli,summer,well,high,saline
72,10,139,30.92,81.61,4.57,75.98,tomato,West Bengal,Darjeeling,monsoon,river,low,peaty
110,133,5,27.37,63.41,8.88,185.21,potato,Karnataka,Mysuru,summer,well,high,mountain
52,56,56,39.65,43.32,7.45,275.21,chilli,Gujarat,Rajkot,monsoon,rainfed,medium,desert
101,136,167,29.04,41.55,7.31,225.87,brinjal,Punjab,Amritsar,summer,rainfed,medium,desert
59,83,186,25.16,58.18,7.4,87.93,millet,Punjab,Jalandhar,summer,groundwater,low,desert
70,10,159,28.33,34.41,4.75,60.31,sugarcane,Andhra Pradesh,Guntur,summer,well,medium,desert
1,121,194,17.24,56.37,5.32,148.62,brinjal,Andhra Pradesh,Visakhapatnam,summer,drip,high,laterite
76,53,164,24.14,77.21,9.25,125.57,tomato,Karnataka,Mysuru,winter,rainfed,low,laterite
137,60,179,37.29,93.42,8.97,174.98,groundnut,Bihar,Gaya,monsoon,canal,low,red
98,97,78,35.17,73.18,8.81,241.18,sugarcane,Tamil Nadu,Madurai,monsoon,rainfed,high,red
47,96,75,35.03,45.41,8.67,227.91,soybean,Tamil Nadu,Chennai,summer,groundwater,high,red
47,49,103,23.25,54.85,4.7,181.12,potato,Maharashtra,Nagpur,winter,well,high,desert
46,107,203,25.36,94.82,7.09,270.34,onion,Rajasthan,Jodhpur,monsoon,rainfed,low,black
15,56,67,29.27,35.63,7.84,91.53,soybean,Rajasthan,Jodhpur,summer,canal,medium,black
61,72,49,20.06,37.13,8.3,58.99,barley,Uttar Pradesh,Kanpur,winter,sprinkler,medium,mountain
75,112,135,31.55,53.21,5.04,154.03,onion,Punjab,Ludhiana,summer,drip,medium,saline
83,43,121,20.48,71.8,4.99,232.85,millet,Karnataka,Hubli,winter,rainfed,medium,peaty
36,43,203,17.35,80.25,7.7,287.45,maize,Maharashtra,Nagpur,monsoon,well,high,saline
76,87,70,37.9,33.57,4.62,282.7,millet,West Bengal,Darjeeling,winter,river,high,alluvial
15,131,10,22.64,53.13,9.31,167.63,wheat,Gujarat,Rajkot,summer,river,low,mountain
89,29,89,16.58,71.53,7.31,208.86,barley,Tamil Nadu,Madurai,winter,river,low,red
23,122,40,32.04,54.27,5.95,273.69,mustard,Bihar,Patna,winter,well,medium,black
95,8,196,24.43,90.63,6.04,230.15,sunflower,Andhra Pradesh,Vijayawada,summer,rainfed,low,mountain
120,145,158,25.96,36.25,5.69,108.85,millet,Karnataka,Bengaluru,monsoon,well,medium,desert
0,66,138,33.94,30.5,8.37,176.87,barley,West Bengal,Darjeeling,monsoon,canal,high,red
60,101,110,34.65,93.33,6.6,286.28,soybean,Rajasthan,Jaipur,winter,well,high,alluvial
36,16,118,29.78,74.85,7.42,93.33,chilli,Rajasthan,Udaipur,winter,canal,high,saline
53,104,126,34.42,57.86,8.49,238.2,wheat,Uttar Pradesh,Kanpur,winter,sprinkler,low,peaty
17,27,51,36.27,95.91,7.07,254.88,rice,Maharashtra,Nashik,summer,canal,low,mountain
10,5,53,29.11,91.78,6.51,67.1,rice,Bihar,Gaya,summer,canal,high,laterite
118,16,196,37.66,82.58,5.28,136.08,sunflower,Tamil Nadu,Coimbatore,summer,sprinkler,medium,desert
121,95,167,21.14,78.16,8.93,67.02,wheat,Maharashtra,Nagpur,summer,groundwater,high,mountain
54,6,202,28.97,44.17,4.75,179.14,millet,Bihar,Gaya,summer,groundwater,low,red
62,145,83,37.54,88.4,4.69,166.07,sunflower,Gujarat,Rajkot,winter,sprinkler,medium,laterite
90,33,174,25.55,89.33,5.24,184.29,rice,Andhra Pradesh,Vijayawada,winter,drip,low,black
50,144,166,38.37,55.76,9.12,156.69,potato,Uttar Pradesh,Varanasi,summer,river,low,alluvial
15,71,33,29.05,71.31,7.47,54.27,barley,Karnataka,Mysuru,winter,sprinkler,medium,alluvial
0,138,66,23.84,48.09,4.72,284.23,chilli,Rajasthan,Udaipur,winter,well,high,desert
111,7,8,23.06,48.79,8.67,150.07,groundnut,Uttar Pradesh,Kanpur,summer,rainfed,high,saline
34,129,36,38.15,66.34,8.21,211.42,wheat,Gujarat,Surat,monsoon,well,high,alluvial
106,23,168,28.67,91.09,6.21,194.33,maize,Rajasthan,Udaipur,winter,rainfed,low,mountain
46,53,156,21.69,39.65,9.46,130.76,millet,Uttar Pradesh,Kanpur,winter,drip,medium,saline
92,91,83,38.75,85.66,8.63,172.42,mustard,Bihar,Bhagalpur,summer,well,medium,laterite
120,67,53,29.23,94.27,7.57,194.7,sunflower,Maharashtra,Nashik,winter,well,medium,red
75,16,29,25.18,90.41,5.43,241.89,maize,Karnataka,Hubli,monsoon,well,high,black
112,143,91,39.84,68.72,7.39,54.8,tomato,Tamil Nadu,Madurai,winter,groundwater,high,alluvial
82,80,101,37.99,62.03,5.96,54.63,tomato,Punjab,Jalandhar,winter,rainfed,low,desert
63,144,129,24.07,47.37,9.04,96.76,cotton,Tamil Nadu,Chennai,summer,drip,low,desert
128,131,27,36.63,65.69,7.04,67.47,maize,Punjab,Jalandhar,summer,canal,high,black
